list_position,date,category,title,video_id,url,duration_min,view_count,source,source_position
394,2022-06-19,Navabrindavana Mahima (NKHK),NKHK Marathi Navabrindavana Chintana 19th June,6Tpu2c1AmNQ,https://www.youtube.com/watch?v=6Tpu2c1AmNQ,61.8,60,streams,274
403,2022-02-06,Navabrindavana Mahima (NKHK),NKHK marathi Navavrindavana 6th Feb,KrVPozAd9no,https://www.youtube.com/watch?v=KrVPozAd9no,76.9,59,streams,283
404,2022-01-31,Navabrindavana Mahima (NKHK),NKHK Marathi Navavrindavana part1,7zL6bZqzcZ4,https://www.youtube.com/watch?v=7zL6bZqzcZ4,69.8,97,streams,284
405,2022-01-20,Navabrindavana Mahima (NKHK),NKHK Kannada Navabrindavana mahima Part2,LPtUz18bLtQ,https://www.youtube.com/watch?v=LPtUz18bLtQ,78.2,93,streams,285
406,2022-01-19,Navabrindavana Mahima (NKHK),NKHK Kannada navabrindavana Kshetra mahima,AIj2xZ4hzco,https://www.youtube.com/watch?v=AIj2xZ4hzco,55.6,147,streams,286
