list_position,date,category,title,video_id,url,duration_min,view_count
149,2025-08-03,SriRaghavendra Swami,"SriRaghavendra swamincha Charitra ,mahima - 3rd Aug 2025",ZolOn6Jrp-w,https://www.youtube.com/watch?v=ZolOn6Jrp-w,111.4,262
151,2025-08-02,SriRaghavendra Swami,"SriRaghavendra Swamincha Charitra ,Mahima-DakshiniMarathi 2nd Aug 2025",hkjCmiopE7M,https://www.youtube.com/watch?v=hkjCmiopE7M,92.8,451
