list_position,date,category,title,video_id,url,duration_min,view_count
310,2021-07-03,Anusandhana,Marathi Sandhya Anusandhana 3rd July 2021,JhIvP3cMvoI,https://www.youtube.com/watch?v=JhIvP3cMvoI,42.4,113
