list_position,date,category,title,video_id,url,duration_min,view_count,source,source_position
164,2025-12-15,SriRaghoottama Teertha,NKHK SriRaghoottama Teertha Charitre + Parayana,7KBJQnEDNIM,https://www.youtube.com/watch?v=7KBJQnEDNIM,71.8,73,streams,145
196,2025-04-01,SriRaghoottama Teertha,NKHK SriRaghoottamaTeertha stotra 1st April,D5hQ2vN7z_M,https://www.youtube.com/watch?v=D5hQ2vN7z_M,69.0,52,streams,165
197,2025-03-31,SriRaghoottama Teertha,NKHK SriRaghoottamastotra Kannada 31st March,EbTF5i57ELM,https://www.youtube.com/watch?v=EbTF5i57ELM,73.0,59,streams,166
199,2025-03-24,SriRaghoottama Teertha,SriRaghottamaTeertha stotra managala 24th March 2025,ZDO9qYNXYAk,https://www.youtube.com/watch?v=ZDO9qYNXYAk,51.7,94,streams,167
200,2025-03-24,SriRaghoottama Teertha,SriRaghoottamastotra artha,hb96QtUfoGI,https://www.youtube.com/watch?v=hb96QtUfoGI,61.1,70,streams,168
201,2025-03-17,SriRaghoottama Teertha,SriRaghoottamastotra Artha,CVajxnNdm2M,https://www.youtube.com/watch?v=CVajxnNdm2M,70.3,158,streams,169
203,2025-02-23,SriRaghoottama Teertha,SriSriRaghoottamateertha Stotra - Marathi class- 23rd Feb,7oe12NjhZMo,https://www.youtube.com/watch?v=7oe12NjhZMo,47.7,163,streams,170
206,2025-02-09,SriRaghoottama Teertha,SriRaghoottama stotra -Marathi -09th Feb 2025,LQsUQBsp8EI,https://www.youtube.com/watch?v=LQsUQBsp8EI,47.2,196,streams,171
