list_position,date,category,title,video_id,url,duration_min,view_count,source,source_position
313,2023-06-13,NKHK (Other),NKHK kannada 28 Moorti stuti day1 13th June,bdEAwaHNda8,https://www.youtube.com/watch?v=bdEAwaHNda8,85.2,222,streams,214
387,2022-07-24,NKHK (Other),NKHK Marathi Dwadasha Stotra day1,8JnMcAX0JRw,https://www.youtube.com/watch?v=8JnMcAX0JRw,51.9,77,streams,267
391,2022-06-02,NKHK (Other),NKHK marathi 2nd June 2022,U_3bX9JCBFw,https://www.youtube.com/watch?v=U_3bX9JCBFw,53.8,71,streams,271
397,2022-06-12,NKHK (Other),NKHK Marathi Sri Sri  Raghuvaryateertha Stuti 12June,FpkvtK-4gcY,https://www.youtube.com/watch?v=FpkvtK-4gcY,76.8,117,streams,277
418,2021-09-11,NKHK (Other),NKHK Marathi 11th Sept.2021,jOO3eBCr7iE,https://www.youtube.com/watch?v=jOO3eBCr7iE,48.4,52,streams,298
421,2021-08-14,NKHK (Other),NKHK Sandhya Marathi 14th Aug,c6lVtLM22x4,https://www.youtube.com/watch?v=c6lVtLM22x4,31.6,74,streams,301
428,2021-07-17,NKHK (Other),NKHK marathi 17th July 2021,6PHWExuS2b4,https://www.youtube.com/watch?v=6PHWExuS2b4,1.3,53,streams,308
429,2021-07-11,NKHK (Other),NKHK kannada karyashala 11th July 2021,GnbFc8sh804,https://www.youtube.com/watch?v=GnbFc8sh804,76.5,99,streams,309
